8000000000000002018031408000020180314080000TR000000INCADBENEFSYNTHETIC BENEFICIARY INSERT                                                    BENF10000000000    00097539740AMT-NET                       STAT-RECONCIL                 IND-REVERSAL                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                242.58                                                                          P                                                                               N                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               AMT-NET                       STAT-RECONCIL                 IND-REVERSAL                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                243.83                                                                          D                                                                               S                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               242.58                                                      243.83                                                      BATCH   SYNTHETIC OPERATOR                      AUDMDAS-SYN  10.10.0.10     SYN00000000000000000T0000   LU0000  2017100000000001SIFAPSEED       S                                                                                                                        00000000-0000-0000-0000-000000000000001
8000000000000012018031308003720180313080037TR000001ALCADBENEFSYNTHETIC BENEFICIARY CHANGE                                                    BENF10000000001    00074292820AMT-NET                       STAT-RECONCIL                 IND-REVERSAL                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                932.14                                                                          P                                                                               N                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               AMT-NET                       STAT-RECONCIL                 IND-REVERSAL                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                932.14                                                                          C                                                                               N                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               932.14                                                      932.14                                                      OPER01  SYNTHETIC OPERATOR                      AUDMDAS-SYN  10.10.1.11     SYN00000000000000001T0001   LU0001  2017100000000002SIFAPSEED       S                                                                                                                        00000000-0000-0000-0000-000000000001002
8000000000000592018011408218320180114082183TR000059COCONSBENFSYNTHETIC CONSULTATION                                                          BENF10000000059    59696676760AMT-NET                       STAT-RECONCIL                 IND-REVERSAL                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                183.45                                                                          P                                                                               N                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               AMT-NET                       STAT-RECONCIL                 IND-REVERSAL                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                183.45                                                                          P                                                                               N                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               183.45                                                      183.45                                                      OPER01  SYNTHETIC OPERATOR                      CONMDAS-SYN  10.10.19.69    SYN00000000000000059T0059   LU0059  2017100000000060SIFAPSEED       S                                                                                                                        00000000-0000-0000-0000-000000000059060
8000000000000602018011308222020180113082220TR000060INCADBENEFSYNTHETIC BENEFICIARY INSERT                                                    BENF10000000060    16981195690AMT-NET                       STAT-RECONCIL                 IND-REVERSAL                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                294.00                                                                          P                                                                               N                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               AMT-NET                       STAT-RECONCIL                 IND-REVERSAL                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                294.00                                                                          P                                                                               N                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               294.00                                                      294.00                                                      BATCH   SYNTHETIC OPERATOR                      AUDMDAS-SYN  10.10.0.70     SYN00000000000000060T0060   LU0060  2017100000000061SIFAPSEED       S                                                                                                                        00000000-0000-0000-0000-000000000060061
8000000000000612018011208225720180112082257TR000061ALCADBENEFSYNTHETIC BENEFICIARY CHANGE                                                    BENF10000000061    49968322156AMT-NET                       STAT-RECONCIL                 IND-REVERSAL                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                1198.46                                                                         P                                                                               N                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               AMT-NET                       STAT-RECONCIL                 IND-REVERSAL                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                1198.46                                                                         P                                                                               N                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               1198.46                                                     1198.46                                                     SUPERV  SYNTHETIC OPERATOR                      OPRMDAS-SYN  10.10.1.71     SYN00000000000000061T0061   LU0061  2017100000000062SIFAPSEED       S                                                                                                                        00000000-0000-0000-0000-000000000061062
8000000000000622018011108229420180111082294TR000062BTBATCHPGTSYNTHETIC BATCH EXECUTION                                                       PGTO90000000000006367009556105AMT-NET                       STAT-RECONCIL                 IND-REVERSAL                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                198.99                                                                          P                                                                               N                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               AMT-NET                       STAT-RECONCIL                 IND-REVERSAL                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                198.99                                                                          P                                                                               N                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               198.99                                                      198.99                                                      BATCH   SYNTHETIC OPERATOR                      ADMMDAS-SYN  10.10.2.72     SYN00000000000000062T0062   LU0062  2017100000000063SIFAPSEED       S                                                                                                                        00000000-0000-0000-0000-000000000062063
8000000000000632018011008233120180110082331TR000063BTBATCHCONSYNTHETIC BATCH EXECUTION                                                       PGTO90000000000006410827110715AMT-NET                       STAT-RECONCIL                 IND-REVERSAL                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                411.26                                                                          P                                                                               N                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               AMT-NET                       STAT-RECONCIL                 IND-REVERSAL                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                411.26                                                                          C                                                                               N                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               411.26                                                      411.26                                                      BATCH   SYNTHETIC OPERATOR                      OPRMDAS-SYN  10.10.3.73     SYN00000000000000063T0063   LU0063  2017100000000064SIFAPSEED       S                                                                                                                        00000000-0000-0000-0000-000000000063064
8000000000000642018010908236820180109082368TR000064ERBATCHCONSYNTHETIC RECONCILIATION ERROR                                                  PGTO90000000000006538227846807AMT-NET                       STAT-RECONCIL                 IND-REVERSAL                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                134.64                                                                          P                                                                               N                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               AMT-NET                       STAT-RECONCIL                 IND-REVERSAL                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                134.64                                                                          C                                                                               N                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               134.64                                                      134.64                                                      BATCH   SYNTHETIC OPERATOR                      SUPMDAS-SYN  10.10.4.74     SYN00000000000000064T0064   LU0064  2017100000000065SIFAPSEED       EDIVERGENT BANK RETURN                                                                                                   00000000-0000-0000-0000-000000000064065
8000000000000652018010808240520180108082405TR000065COCONSBENFSYNTHETIC CONSULTATION                                                          BENF10000000065    64764878500AMT-NET                       STAT-RECONCIL                 IND-REVERSAL                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                492.15                                                                          P                                                                               N                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               AMT-NET                       STAT-RECONCIL                 IND-REVERSAL                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                492.15                                                                          C                                                                               N                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               492.15                                                      492.15                                                      BATCH   SYNTHETIC OPERATOR                      AUDMDAS-SYN  10.10.5.75     SYN00000000000000065T0065   LU0065  2017100000000066SIFAPSEED       S                                                                                                                        00000000-0000-0000-0000-000000000065066
8000000000000662018010708244220180107082442TR000066INCADBENEFSYNTHETIC BENEFICIARY INSERT                                                    BENF10000000066    52708883275AMT-NET                       STAT-RECONCIL                 IND-REVERSAL                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                205.80                                                                          P                                                                               N                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               AMT-NET                       STAT-RECONCIL                 IND-REVERSAL                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                205.80                                                                          P                                                                               N                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               205.80                                                      205.80                                                      BATCH   SYNTHETIC OPERATOR                      ADMMDAS-SYN  10.10.6.76     SYN00000000000000066T0066   LU0066  2017100000000067SIFAPSEED       S                                                                                                                        00000000-0000-0000-0000-000000000066067
8000000000000672018010608247920180106082479TR000067ALCADBENEFSYNTHETIC BENEFICIARY CHANGE                                                    BENF10000000067    44866277416AMT-NET                       STAT-RECONCIL                 IND-REVERSAL                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                683.56                                                                          P                                                                               N                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               AMT-NET                       STAT-RECONCIL                 IND-REVERSAL                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                683.56                                                                          P                                                                               N                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               683.56                                                      683.56                                                      AUDIT01 SYNTHETIC OPERATOR                      OPRMDAS-SYN  10.10.7.77     SYN00000000000000067T0067   LU0067  2017100000000068SIFAPSEED       S                                                                                                                        00000000-0000-0000-0000-000000000067068
8000000000000682018010508251620180105082516TR000068BTBATCHPGTSYNTHETIC BATCH EXECUTION                                                       PGTO90000000000006935920079479AMT-NET                       STAT-RECONCIL                 IND-REVERSAL                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                129.72                                                                          P                                                                               N                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               AMT-NET                       STAT-RECONCIL                 IND-REVERSAL                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                129.72                                                                          P                                                                               N                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               129.72                                                      129.72                                                      BATCH   SYNTHETIC OPERATOR                      AUDMDAS-SYN  10.10.8.78     SYN00000000000000068T0068   LU0068  2017100000000069SIFAPSEED       S                                                                                                                        00000000-0000-0000-0000-000000000068069
